date,city,source_name,predicted_tmax,actual_tmax,absolute_error
2026-01-25,fl,consensus,79.1937,82.0,2.8063
2026-01-25,fl,open-meteo,77.7000,82.0,4.3000
2026-01-25,fl,tomorrow,77.7400,82.0,4.2600
2026-01-25,fl,visual-crossing,79.5000,82.0,2.5000
2026-01-25,fl,weatherapi,78.3000,82.0,3.7000
2026-01-25,il,consensus,18.3600,19.0,0.6400
2026-01-25,il,open-meteo,18.6000,19.0,0.4000
2026-01-25,il,tomorrow,18.4300,19.0,0.5700
2026-01-25,il,visual-crossing,18.9000,19.0,0.1000
2026-01-25,il,weatherapi,20.3000,19.0,1.3000
2026-01-25,ny,consensus,27.8788,22.0,5.8788
2026-01-25,ny,open-meteo,26.8000,22.0,4.8000
2026-01-25,ny,tomorrow,31.2100,22.0,9.2100
2026-01-25,ny,visual-crossing,27.9000,22.0,5.9000
2026-01-25,ny,weatherapi,25.3000,22.0,3.3000
2026-01-25,tx,consensus,28.2250,29.0,0.7750
2026-01-25,tx,open-meteo,28.3000,29.0,0.7000
2026-01-25,tx,tomorrow,26.3300,29.0,2.6700
2026-01-25,tx,visual-crossing,29.0000,29.0,0.0000
2026-01-25,tx,weatherapi,26.2000,29.0,2.8000
2026-01-28,fl,consensus,65.0726,64.0,1.0726
2026-01-28,fl,open-meteo,64.2000,64.0,0.2000
2026-01-28,fl,tomorrow,64.2000,64.0,0.2000
2026-01-28,fl,visual-crossing,65.9000,64.0,1.9000
2026-01-28,fl,weatherapi,62.8000,64.0,1.2000
2026-01-28,il,consensus,15.8760,18.0,2.1240
2026-01-28,il,open-meteo,17.1000,18.0,0.9000
2026-01-28,il,tomorrow,17.1900,18.0,0.8100
2026-01-28,il,visual-crossing,16.1000,18.0,1.9000
2026-01-28,il,weatherapi,22.8000,18.0,4.8000
2026-01-28,ny,consensus,22.0744,23.0,0.9256
2026-01-28,ny,open-meteo,23.6000,23.0,0.6000
2026-01-28,ny,tomorrow,23.2700,23.0,0.2700
2026-01-28,ny,visual-crossing,22.0000,23.0,1.0000
2026-01-28,ny,weatherapi,23.7000,23.0,0.7000
2026-01-28,tx,consensus,53.3457,58.0,4.6543
2026-01-28,tx,open-meteo,53.7000,58.0,4.3000
2026-01-28,tx,tomorrow,52.3600,58.0,5.6400
2026-01-28,tx,visual-crossing,53.0000,58.0,5.0000
2026-01-28,tx,weatherapi,57.6000,58.0,0.4000
2026-01-29,fl,consensus,69.8162,72.0,2.1838
2026-01-29,fl,open-meteo,67.9000,72.0,4.1000
2026-01-29,fl,tomorrow,67.9600,72.0,4.0400
2026-01-29,fl,visual-crossing,70.1000,72.0,1.9000
2026-01-29,fl,weatherapi,69.6000,72.0,2.4000
2026-01-29,il,consensus,16.4343,17.0,0.5657
2026-01-29,il,open-meteo,18.8000,17.0,1.8000
2026-01-29,il,tomorrow,18.9000,17.0,1.9000
2026-01-29,il,visual-crossing,16.1000,17.0,0.9000
2026-01-29,il,weatherapi,22.6000,17.0,5.6000
2026-01-29,ny,consensus,21.4055,23.0,1.5945
2026-01-29,ny,open-meteo,23.4000,23.0,0.4000
2026-01-29,ny,tomorrow,23.1800,23.0,0.1800
2026-01-29,ny,visual-crossing,20.9000,23.0,2.1000
2026-01-29,ny,weatherapi,21.9000,23.0,1.1000
2026-01-29,tx,consensus,69.1203,73.0,3.8797
2026-01-29,tx,open-meteo,68.6000,73.0,4.4000
2026-01-29,tx,tomorrow,67.7100,73.0,5.2900
2026-01-29,tx,visual-crossing,67.9000,73.0,5.1000
2026-01-29,tx,weatherapi,73.6000,73.0,0.6000
2026-01-30,fl,consensus,70.0990,69.0,1.0990
2026-01-30,fl,open-meteo,67.6000,69.0,1.4000
2026-01-30,fl,tomorrow,71.8200,69.0,2.8200
2026-01-30,fl,visual-crossing,69.0000,69.0,0.0000
2026-01-30,fl,weatherapi,72.1000,69.0,3.1000
2026-01-30,il,consensus,19.0890,21.0,1.9110
2026-01-30,il,open-meteo,20.0000,21.0,1.0000
2026-01-30,il,tomorrow,19.9200,21.0,1.0800
2026-01-30,il,visual-crossing,18.9000,21.0,2.1000
2026-01-30,il,weatherapi,19.9000,21.0,1.1000
2026-01-30,ny,consensus,15.4787,18.0,2.5213
2026-01-30,ny,open-meteo,18.0000,18.0,0.0000
2026-01-30,ny,tomorrow,15.0300,18.0,2.9700
2026-01-30,ny,visual-crossing,17.0000,18.0,1.0000
2026-01-30,ny,weatherapi,15.1000,18.0,2.9000
2026-01-30,tx,consensus,55.5645,55.0,0.5645
2026-01-30,tx,open-meteo,67.4000,55.0,12.4000
2026-01-30,tx,tomorrow,56.6200,55.0,1.6200
2026-01-30,tx,visual-crossing,54.9000,55.0,0.1000
2026-01-30,tx,weatherapi,59.2000,55.0,4.2000
2026-01-31,fl,consensus,64.1443,67.0,2.8557
2026-01-31,fl,open-meteo,64.6000,67.0,2.4000
2026-01-31,fl,tomorrow,64.4700,67.0,2.5300
2026-01-31,fl,visual-crossing,65.0000,67.0,2.0000
2026-01-31,fl,weatherapi,63.7000,67.0,3.3000
2026-01-31,il,consensus,25.0112,27.0,1.9888
2026-01-31,il,open-meteo,25.2000,27.0,1.8000
2026-01-31,il,tomorrow,25.4100,27.0,1.5900
2026-01-31,il,visual-crossing,25.1000,27.0,1.9000
2026-01-31,il,weatherapi,25.7000,27.0,1.3000
2026-01-31,ny,consensus,21.1116,24.0,2.8884
2026-01-31,ny,open-meteo,21.2000,24.0,2.8000
2026-01-31,ny,tomorrow,22.7100,24.0,1.2900
2026-01-31,ny,visual-crossing,22.0000,24.0,2.0000
2026-01-31,ny,weatherapi,21.0000,24.0,3.0000
2026-01-31,tx,consensus,44.6902,45.0,0.3098
2026-01-31,tx,open-meteo,52.5000,45.0,7.5000
2026-01-31,tx,tomorrow,41.9900,45.0,3.0100
2026-01-31,tx,visual-crossing,45.0000,45.0,0.0000
2026-01-31,tx,weatherapi,44.4000,45.0,0.6000
2026-02-01,fl,consensus,53.0639,52.0,1.0639
2026-02-01,fl,open-meteo,56.1000,52.0,4.1000
2026-02-01,fl,tomorrow,48.1800,52.0,3.8200
2026-02-01,fl,visual-crossing,52.1000,52.0,0.1000
2026-02-01,fl,weatherapi,57.0000,52.0,5.0000
2026-02-01,il,consensus,26.4841,27.0,0.5159
2026-02-01,il,open-meteo,26.0000,27.0,1.0000
2026-02-01,il,tomorrow,26.0600,27.0,0.9400
2026-02-01,il,visual-crossing,27.0000,27.0,0.0000
2026-02-01,il,weatherapi,32.2000,27.0,5.2000
2026-02-01,ny,consensus,23.0847,24.0,0.9153
2026-02-01,ny,open-meteo,23.1000,24.0,0.9000
2026-02-01,ny,tomorrow,22.9300,24.0,1.0700
2026-02-01,ny,visual-crossing,22.9000,24.0,1.1000
2026-02-01,ny,weatherapi,26.6000,24.0,2.6000
2026-02-01,tx,consensus,58.1461,57.0,1.1461
2026-02-01,tx,open-meteo,55.2000,57.0,1.8000
2026-02-01,tx,tomorrow,54.8100,57.0,2.1900
2026-02-01,tx,visual-crossing,58.9000,57.0,1.9000
2026-02-01,tx,weatherapi,58.6000,57.0,1.6000
2026-02-02,fl,consensus,58.5917,58.0,0.5917
2026-02-02,fl,open-meteo,56.3000,58.0,1.7000
2026-02-02,fl,tomorrow,56.3400,58.0,1.6600
2026-02-02,fl,visual-crossing,58.0000,58.0,0.0000
2026-02-02,fl,weatherapi,61.7000,58.0,3.7000
2026-02-02,il,consensus,28.9374,28.0,0.9374
2026-02-02,il,open-meteo,28.9000,28.0,0.9000
2026-02-02,il,tomorrow,28.9400,28.0,0.9400
2026-02-02,il,visual-crossing,29.0000,28.0,1.0000
2026-02-02,il,weatherapi,28.6000,28.0,0.6000
2026-02-02,ny,consensus,30.2596,35.0,4.7404
2026-02-02,ny,open-meteo,31.1000,35.0,3.9000
2026-02-02,ny,tomorrow,30.8500,35.0,4.1500
2026-02-02,ny,visual-crossing,29.9000,35.0,5.1000
2026-02-02,ny,weatherapi,30.9000,35.0,4.1000
2026-02-02,tx,consensus,68.3302,69.0,0.6698
2026-02-02,tx,open-meteo,65.8000,69.0,3.2000
2026-02-02,tx,tomorrow,64.8700,69.0,4.1300
2026-02-02,tx,visual-crossing,69.0000,69.0,0.0000
2026-02-02,tx,weatherapi,68.0000,69.0,1.0000
2026-02-03,fl,consensus,65.4491,69.0,3.5509
2026-02-03,fl,open-meteo,60.5000,69.0,8.5000
2026-02-03,fl,tomorrow,60.4200,69.0,8.5800
2026-02-03,fl,visual-crossing,67.0000,69.0,2.0000
2026-02-03,fl,weatherapi,65.1000,69.0,3.9000
2026-02-03,il,consensus,28.4999,30.0,1.5001
2026-02-03,il,open-meteo,29.4000,30.0,0.6000
2026-02-03,il,tomorrow,29.3700,30.0,0.6300
2026-02-03,il,visual-crossing,27.9000,30.0,2.1000
2026-02-03,il,weatherapi,29.1000,30.0,0.9000
2026-02-03,ny,consensus,34.3543,33.0,1.3543
2026-02-03,ny,open-meteo,32.1000,33.0,0.9000
2026-02-03,ny,tomorrow,31.8700,33.0,1.1300
2026-02-03,ny,visual-crossing,35.0000,33.0,2.0000
2026-02-03,ny,weatherapi,31.3000,33.0,1.7000
2026-02-03,tx,consensus,72.7038,72.0,0.7038
2026-02-03,tx,open-meteo,74.5000,72.0,2.5000
2026-02-03,tx,tomorrow,74.1200,72.0,2.1200
2026-02-03,tx,visual-crossing,72.1000,72.0,0.1000
2026-02-03,tx,weatherapi,70.2000,72.0,1.8000
2026-02-04,il,consensus,26.2245,27.0,0.7755
2026-02-04,il,open-meteo,25.8000,27.0,1.2000
2026-02-04,il,tomorrow,25.8800,27.0,1.1200
2026-02-04,il,visual-crossing,26.0000,27.0,1.0000
2026-02-04,il,weatherapi,27.1000,27.0,0.1000
2026-02-04,ny,consensus,32.4464,33.0,0.5536
2026-02-04,ny,open-meteo,30.3000,33.0,2.7000
2026-02-04,ny,tomorrow,30.2200,33.0,2.7800
2026-02-04,ny,visual-crossing,33.0000,33.0,0.0000
2026-02-04,ny,weatherapi,34.5000,33.0,1.5000
2026-02-04,tx,consensus,64.6850,65.0,0.3150
2026-02-04,tx,open-meteo,67.0000,65.0,2.0000
2026-02-04,tx,tomorrow,63.6600,65.0,1.3400
2026-02-04,tx,visual-crossing,65.0000,65.0,0.0000
2026-02-04,tx,weatherapi,63.0000,65.0,2.0000
2026-02-05,fl,consensus,71.8560,74.0,2.1440
2026-02-05,fl,open-meteo,74.1000,74.0,0.1000
2026-02-05,fl,tomorrow,74.1400,74.0,0.1400
2026-02-05,fl,visual-crossing,71.0000,74.0,3.0000
2026-02-05,fl,weatherapi,73.6000,74.0,0.4000
2026-02-05,il,consensus,29.1353,30.0,0.8647
2026-02-05,il,open-meteo,26.7000,30.0,3.3000
2026-02-05,il,tomorrow,31.5700,30.0,1.5700
2026-02-05,il,visual-crossing,29.9000,30.0,0.1000
2026-02-05,il,weatherapi,30.6000,30.0,0.6000
2026-02-05,ny,consensus,28.7140,32.0,3.2860
2026-02-05,ny,open-meteo,28.8000,32.0,3.2000
2026-02-05,ny,tomorrow,27.8800,32.0,4.1200
2026-02-05,ny,visual-crossing,29.0000,32.0,3.0000
2026-02-05,ny,weatherapi,32.2000,32.0,0.2000
2026-02-05,tx,consensus,68.4397,70.0,1.5603
2026-02-05,tx,open-meteo,67.0000,70.0,3.0000
2026-02-05,tx,tomorrow,66.7600,70.0,3.2400
2026-02-05,tx,visual-crossing,70.1000,70.0,0.1000
2026-02-05,tx,weatherapi,73.0000,70.0,3.0000
2026-02-06,fl,consensus,66.2186,66.0,0.2186
2026-02-06,fl,open-meteo,65.8000,66.0,0.2000
2026-02-06,fl,tomorrow,65.7500,66.0,0.2500
2026-02-06,fl,visual-crossing,65.9000,66.0,0.1000
2026-02-06,fl,weatherapi,68.7000,66.0,2.7000
2026-02-06,il,consensus,37.7093,38.0,0.2907
2026-02-06,il,open-meteo,38.2000,38.0,0.2000
2026-02-06,il,tomorrow,37.9400,38.0,0.0600
2026-02-06,il,visual-crossing,36.0000,38.0,2.0000
2026-02-06,il,weatherapi,37.2000,38.0,0.8000
2026-02-06,ny,consensus,29.9339,33.0,3.0661
2026-02-06,ny,open-meteo,29.3000,33.0,3.7000
2026-02-06,ny,tomorrow,29.0800,33.0,3.9200
2026-02-06,ny,visual-crossing,31.0000,33.0,2.0000
2026-02-06,ny,weatherapi,34.5000,33.0,1.5000
2026-02-07,fl,consensus,74.3223,79.0,4.6777
2026-02-07,fl,open-meteo,77.3000,79.0,1.7000
2026-02-07,fl,tomorrow,77.2500,79.0,1.7500
2026-02-07,fl,visual-crossing,72.9000,79.0,6.1000
2026-02-07,fl,weatherapi,79.2000,79.0,0.2000
2026-02-07,il,consensus,28.0147,25.0,3.0147
2026-02-07,il,open-meteo,31.1000,25.0,6.1000
2026-02-07,il,tomorrow,25.3400,25.0,0.3400
2026-02-07,il,visual-crossing,25.1000,25.0,0.1000
2026-02-07,il,weatherapi,31.6000,25.0,6.6000
2026-02-07,ny,consensus,26.2916,27.0,0.7084
2026-02-07,ny,open-meteo,27.4000,27.0,0.4000
2026-02-07,ny,tomorrow,24.8900,27.0,2.1100
2026-02-07,ny,visual-crossing,27.2000,27.0,0.2000
2026-02-07,ny,weatherapi,22.3000,27.0,4.7000
2026-02-08,fl,consensus,70.1962,74.0,3.8038
2026-02-08,fl,open-meteo,70.6000,74.0,3.4000
2026-02-08,fl,tomorrow,70.6100,74.0,3.3900
2026-02-08,fl,visual-crossing,70.1000,74.0,3.9000
2026-02-08,fl,weatherapi,71.2000,74.0,2.8000
2026-02-08,il,consensus,32.2452,30.0,2.2452
2026-02-08,il,open-meteo,32.5000,30.0,2.5000
2026-02-08,il,tomorrow,32.0900,30.0,2.0900
2026-02-08,il,visual-crossing,31.0000,30.0,1.0000
2026-02-08,il,weatherapi,38.7000,30.0,8.7000
2026-02-08,ny,consensus,15.9763,18.0,2.0237
2026-02-08,ny,open-meteo,15.7000,18.0,2.3000
2026-02-08,ny,tomorrow,15.4200,18.0,2.5800
2026-02-08,ny,visual-crossing,16.1000,18.0,1.9000
2026-02-08,ny,weatherapi,20.7000,18.0,2.7000
2026-02-08,tx,consensus,78.2730,80.0,1.7270
2026-02-08,tx,open-meteo,78.6000,80.0,1.4000
2026-02-08,tx,tomorrow,75.7400,80.0,4.2600
2026-02-08,tx,visual-crossing,79.1000,80.0,0.9000
2026-02-08,tx,weatherapi,84.6000,80.0,4.6000
2026-02-09,fl,consensus,71.1149,75.0,3.8851
2026-02-09,fl,open-meteo,71.5000,75.0,3.5000
2026-02-09,fl,tomorrow,71.5100,75.0,3.4900
2026-02-09,fl,visual-crossing,71.0000,75.0,4.0000
2026-02-09,fl,weatherapi,73.6000,75.0,1.4000
2026-02-09,il,consensus,38.7756,38.0,0.7756
2026-02-09,il,open-meteo,41.7000,38.0,3.7000
2026-02-09,il,tomorrow,41.7700,38.0,3.7700
2026-02-09,il,visual-crossing,36.9000,38.0,1.1000
2026-02-09,il,weatherapi,43.9000,38.0,5.9000
2026-02-09,ny,consensus,28.6636,31.0,2.3364
2026-02-09,ny,open-meteo,28.4000,31.0,2.6000
2026-02-09,ny,tomorrow,27.9500,31.0,3.0500
2026-02-09,ny,visual-crossing,29.0000,31.0,2.0000
2026-02-09,ny,weatherapi,32.2000,31.0,1.2000
2026-02-09,tx,consensus,82.8151,85.0,2.1849
2026-02-09,tx,open-meteo,83.3000,85.0,1.7000
2026-02-09,tx,tomorrow,82.7600,85.0,2.2400
2026-02-09,tx,visual-crossing,83.9000,85.0,1.1000
2026-02-09,tx,weatherapi,89.1000,85.0,4.1000
2026-02-10,fl,consensus,73.0484,76.0,2.9516
2026-02-10,fl,open-meteo,74.1000,76.0,1.9000
2026-02-10,fl,tomorrow,74.0800,76.0,1.9200
2026-02-10,fl,visual-crossing,72.9000,76.0,3.1000
2026-02-10,fl,weatherapi,77.2000,76.0,1.2000
2026-02-10,il,consensus,44.8022,49.0,4.1978
2026-02-10,il,open-meteo,48.8000,49.0,0.2000
2026-02-10,il,tomorrow,48.7900,49.0,0.2100
2026-02-10,il,visual-crossing,44.0000,49.0,5.0000
2026-02-10,il,weatherapi,47.8000,49.0,1.2000
2026-02-10,ny,consensus,34.0591,37.0,2.9409
2026-02-10,ny,open-meteo,32.9000,37.0,4.1000
2026-02-10,ny,tomorrow,32.4900,37.0,4.5100
2026-02-10,ny,visual-crossing,35.0000,37.0,2.0000
2026-02-10,ny,weatherapi,37.0000,37.0,0.0000
2026-02-10,tx,consensus,76.6125,69.0,7.6125
2026-02-10,tx,open-meteo,80.3000,69.0,11.3000
2026-02-10,tx,tomorrow,74.7900,69.0,5.7900
2026-02-10,tx,visual-crossing,76.9000,69.0,7.9000
2026-02-10,tx,weatherapi,79.3000,69.0,10.3000
2026-02-11,fl,consensus,74.2704,78.0,3.7296
2026-02-11,fl,open-meteo,74.9000,78.0,3.1000
2026-02-11,fl,tomorrow,74.9100,78.0,3.0900
2026-02-11,fl,visual-crossing,74.0000,78.0,4.0000
2026-02-11,fl,weatherapi,77.9000,78.0,0.1000
2026-02-11,il,consensus,40.9458,43.0,2.0542
2026-02-11,il,open-meteo,40.8000,43.0,2.2000
2026-02-11,il,tomorrow,40.7500,43.0,2.2500
2026-02-11,il,visual-crossing,40.9000,43.0,2.1000
2026-02-11,il,weatherapi,46.2000,43.0,3.2000
2026-02-11,ny,consensus,38.7815,41.0,2.2185
2026-02-11,ny,tomorrow,40.0300,41.0,0.9700
2026-02-11,ny,visual-crossing,38.0000,41.0,3.0000
2026-02-11,ny,weatherapi,40.5000,41.0,0.5000
2026-02-11,tx,consensus,74.3885,76.0,1.6115
2026-02-11,tx,open-meteo,73.8000,76.0,2.2000
2026-02-11,tx,tomorrow,73.3500,76.0,2.6500
2026-02-11,tx,visual-crossing,76.0000,76.0,0.0000
2026-02-11,tx,weatherapi,76.6000,76.0,0.6000
2026-02-12,fl,consensus,74.7290,81.0,6.2710
2026-02-12,fl,open-meteo,77.8000,81.0,3.2000
2026-02-12,fl,tomorrow,78.0100,81.0,2.9900
2026-02-12,fl,visual-crossing,74.0000,81.0,7.0000
2026-02-12,fl,weatherapi,79.2000,81.0,1.8000
2026-02-12,il,consensus,38.5724,39.0,0.4276
2026-02-12,il,open-meteo,40.2000,39.0,1.2000
2026-02-12,il,tomorrow,39.7900,39.0,0.7900
2026-02-12,il,visual-crossing,38.0000,39.0,1.0000
2026-02-12,il,weatherapi,43.5000,39.0,4.5000
2026-02-12,ny,consensus,34.7369,36.0,1.2631
2026-02-12,ny,open-meteo,35.4000,36.0,0.6000
2026-02-12,ny,tomorrow,33.6200,36.0,2.3800
2026-02-12,ny,visual-crossing,35.1000,36.0,0.9000
2026-02-12,ny,weatherapi,32.9000,36.0,3.1000
2026-02-12,tx,consensus,79.8477,81.0,1.1523
2026-02-12,tx,open-meteo,79.3000,81.0,1.7000
2026-02-12,tx,tomorrow,78.5700,81.0,2.4300
2026-02-12,tx,visual-crossing,81.1000,81.0,0.1000
2026-02-12,tx,weatherapi,79.0000,81.0,2.0000
2026-02-13,fl,consensus,75.4838,81.0,5.5162
2026-02-13,fl,open-meteo,77.9000,81.0,3.1000
2026-02-13,fl,tomorrow,78.0100,81.0,2.9900
2026-02-13,fl,visual-crossing,74.9000,81.0,6.1000
2026-02-13,fl,weatherapi,82.6000,81.0,1.6000
2026-02-13,il,consensus,51.3199,54.0,2.6801
2026-02-13,il,open-meteo,52.0000,54.0,2.0000
2026-02-13,il,tomorrow,51.9100,54.0,2.0900
2026-02-13,il,visual-crossing,51.0000,54.0,3.0000
2026-02-13,il,weatherapi,56.7000,54.0,2.7000
2026-02-13,ny,consensus,38.0672,38.0,0.0672
2026-02-13,ny,open-meteo,40.7000,38.0,2.7000
2026-02-13,ny,tomorrow,40.3200,38.0,2.3200
2026-02-13,ny,visual-crossing,36.0000,38.0,2.0000
2026-02-13,ny,weatherapi,41.5000,38.0,3.5000
2026-02-13,tx,consensus,80.9278,82.0,1.0722
2026-02-13,tx,open-meteo,80.6000,82.0,1.4000
2026-02-13,tx,tomorrow,80.1300,82.0,1.8700
2026-02-13,tx,visual-crossing,81.1000,82.0,0.9000
2026-02-13,tx,weatherapi,83.8000,82.0,1.8000
2026-02-14,fl,consensus,74.2838,79.0,4.7162
2026-02-14,fl,open-meteo,75.7000,79.0,3.3000
2026-02-14,fl,tomorrow,75.6500,79.0,3.3500
2026-02-14,fl,visual-crossing,74.0000,79.0,5.0000
2026-02-14,fl,weatherapi,77.2000,79.0,1.8000
2026-02-14,il,consensus,52.7161,49.0,3.7161
2026-02-14,il,open-meteo,54.3000,49.0,5.3000
2026-02-14,il,tomorrow,54.1900,49.0,5.1900
2026-02-14,il,visual-crossing,52.1000,49.0,3.1000
2026-02-14,il,weatherapi,62.8000,49.0,13.8000
2026-02-14,ny,consensus,44.6773,46.0,1.3227
2026-02-14,ny,open-meteo,48.5000,46.0,2.5000
2026-02-14,ny,tomorrow,48.3300,46.0,2.3300
2026-02-14,ny,visual-crossing,43.1000,46.0,2.9000
2026-02-14,ny,weatherapi,51.6000,46.0,5.6000
2026-02-14,tx,consensus,73.3863,75.0,1.6137
2026-02-14,tx,open-meteo,77.0000,75.0,2.0000
2026-02-14,tx,tomorrow,72.6800,75.0,2.3200
2026-02-14,tx,visual-crossing,74.0000,75.0,1.0000
2026-02-14,tx,weatherapi,72.5000,75.0,2.5000
2026-02-15,fl,consensus,76.0462,81.0,4.9538
2026-02-15,fl,open-meteo,77.8000,81.0,3.2000
2026-02-15,fl,tomorrow,77.9200,81.0,3.0800
2026-02-15,fl,visual-crossing,76.0000,81.0,5.0000
2026-02-15,fl,weatherapi,75.4000,81.0,5.6000
2026-02-15,il,consensus,56.0374,60.0,3.9626
2026-02-15,il,tomorrow,56.2800,60.0,3.7200
2026-02-15,il,visual-crossing,56.0000,60.0,4.0000
2026-02-15,il,weatherapi,41.4000,60.0,18.6000
2026-02-15,ny,consensus,40.7469,40.0,0.7469
2026-02-15,ny,open-meteo,43.5000,40.0,3.5000
2026-02-15,ny,tomorrow,43.3200,40.0,3.3200
2026-02-15,ny,visual-crossing,40.0000,40.0,0.0000
2026-02-15,ny,weatherapi,35.1000,40.0,4.9000
2026-02-15,tx,consensus,70.4848,74.0,3.5152
2026-02-15,tx,open-meteo,64.3000,74.0,9.7000
2026-02-15,tx,tomorrow,64.2200,74.0,9.7800
2026-02-15,tx,visual-crossing,72.9000,74.0,1.1000
2026-02-15,tx,weatherapi,73.9000,74.0,0.1000
2026-02-16,fl,consensus,79.4236,86.0,6.5764
2026-02-16,fl,open-meteo,85.5000,86.0,0.5000
2026-02-16,fl,tomorrow,85.4800,86.0,0.5200
2026-02-16,fl,visual-crossing,78.0000,86.0,8.0000
2026-02-16,fl,weatherapi,82.0000,86.0,4.0000
2026-02-16,ny,consensus,40.3094,39.0,1.3094
2026-02-16,ny,open-meteo,41.7000,39.0,2.7000
2026-02-16,ny,tomorrow,43.2500,39.0,4.2500
2026-02-16,ny,visual-crossing,38.9000,39.0,0.1000
2026-02-16,ny,weatherapi,43.7000,39.0,4.7000
2026-02-16,tx,consensus,76.7775,78.0,1.2225
2026-02-16,tx,open-meteo,76.6000,78.0,1.4000
2026-02-16,tx,tomorrow,75.7800,78.0,2.2200
2026-02-16,tx,visual-crossing,76.9000,78.0,1.1000
2026-02-16,tx,weatherapi,79.2000,78.0,1.2000
2026-02-17,fl,consensus,75.8322,80.0,4.1678
2026-02-17,fl,open-meteo,76.2000,80.0,3.8000
2026-02-17,fl,tomorrow,76.1700,80.0,3.8300
2026-02-17,fl,visual-crossing,74.9000,80.0,5.1000
2026-02-17,fl,weatherapi,78.6000,80.0,1.4000
2026-02-17,il,consensus,60.3534,57.0,3.3534
2026-02-17,il,open-meteo,62.4000,57.0,5.4000
2026-02-17,il,tomorrow,62.5800,57.0,5.5800
2026-02-17,il,visual-crossing,56.9000,57.0,0.1000
2026-02-17,il,weatherapi,68.4000,57.0,11.4000
2026-02-17,ny,consensus,47.2304,47.0,0.2304
2026-02-17,ny,open-meteo,49.5000,47.0,2.5000
2026-02-17,ny,tomorrow,49.3200,47.0,2.3200
2026-02-17,ny,visual-crossing,45.9000,47.0,1.1000
2026-02-17,ny,weatherapi,52.9000,47.0,5.9000
2026-02-17,tx,consensus,81.3921,84.0,2.6079
2026-02-17,tx,open-meteo,81.9000,84.0,2.1000
2026-02-17,tx,tomorrow,81.2300,84.0,2.7700
2026-02-17,tx,visual-crossing,81.1000,84.0,2.9000
2026-02-17,tx,weatherapi,84.7000,84.0,0.7000
2026-02-18,fl,consensus,76.4054,80.0,3.5946
2026-02-18,fl,open-meteo,77.6000,80.0,2.4000
2026-02-18,fl,tomorrow,77.5900,80.0,2.4100
2026-02-18,fl,visual-crossing,76.0000,80.0,4.0000
2026-02-18,fl,weatherapi,78.1000,80.0,1.9000
2026-02-18,il,consensus,63.7996,64.0,0.2004
2026-02-18,il,open-meteo,62.3000,64.0,1.7000
2026-02-18,il,tomorrow,62.5500,64.0,1.4500
2026-02-18,il,visual-crossing,65.9000,64.0,1.9000
2026-02-18,il,weatherapi,66.7000,64.0,2.7000
2026-02-18,ny,consensus,44.3639,41.0,3.3639
2026-02-18,ny,tomorrow,46.4900,41.0,5.4900
2026-02-18,ny,visual-crossing,44.0000,41.0,3.0000
2026-02-18,ny,weatherapi,44.4000,41.0,3.4000
2026-02-18,tx,consensus,82.6913,77.0,5.6913
2026-02-18,tx,open-meteo,82.6000,77.0,5.6000
2026-02-18,tx,tomorrow,81.8100,77.0,4.8100
2026-02-18,tx,visual-crossing,83.0000,77.0,6.0000
2026-02-18,tx,weatherapi,86.9000,77.0,9.9000
2026-02-19,fl,consensus,78.3852,82.0,3.6148
2026-02-19,fl,open-meteo,79.0000,82.0,3.0000
2026-02-19,fl,tomorrow,79.0500,82.0,2.9500
2026-02-19,fl,visual-crossing,78.0000,82.0,4.0000
2026-02-19,fl,weatherapi,81.3000,82.0,0.7000
2026-02-19,il,consensus,54.2077,58.0,3.7923
2026-02-19,il,tomorrow,57.8800,58.0,0.1200
2026-02-19,il,visual-crossing,52.1000,58.0,5.9000
2026-02-19,il,weatherapi,54.0000,58.0,4.0000
2026-02-19,ny,consensus,41.7899,42.0,0.2101
2026-02-19,ny,open-meteo,41.6000,42.0,0.4000
2026-02-19,ny,tomorrow,41.9200,42.0,0.0800
2026-02-19,ny,visual-crossing,42.0000,42.0,0.0000
2026-02-19,ny,weatherapi,41.7000,42.0,0.3000
2026-02-19,tx,consensus,85.0944,85.0,0.0944
2026-02-19,tx,open-meteo,85.4000,85.0,0.4000
2026-02-19,tx,tomorrow,84.9000,85.0,0.1000
2026-02-19,tx,visual-crossing,85.0000,85.0,0.0000
2026-02-19,tx,weatherapi,89.6000,85.0,4.6000
2026-02-20,fl,consensus,78.9570,83.0,4.0430
2026-02-20,fl,open-meteo,79.6000,83.0,3.4000
2026-02-20,fl,tomorrow,79.6600,83.0,3.3400
2026-02-20,fl,visual-crossing,78.0000,83.0,5.0000
2026-02-20,fl,weatherapi,84.6000,83.0,1.6000
2026-02-20,il,consensus,44.7284,47.0,2.2716
2026-02-20,il,open-meteo,47.7000,47.0,0.7000
2026-02-20,il,tomorrow,33.9600,47.0,13.0400
2026-02-20,il,visual-crossing,46.1000,47.0,0.9000
2026-02-20,il,weatherapi,37.8000,47.0,9.2000
2026-02-20,ny,consensus,38.9236,37.0,1.9236
2026-02-20,ny,open-meteo,37.5000,37.0,0.5000
2026-02-20,ny,tomorrow,37.3500,37.0,0.3500
2026-02-20,ny,visual-crossing,40.0000,37.0,3.0000
2026-02-20,ny,weatherapi,38.8000,37.0,1.8000
2026-02-20,tx,consensus,68.7264,68.0,0.7264
